section_id	section_title	paper_id	why
4.2	Memory and retrieval (RAG)	P0184	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, retrieval, core) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0123	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, benchmarks, components) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0169	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, explicit, how) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0179	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, design, evaluation) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0030	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, compute, explain) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0128	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, efficiency) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0014	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, benchmarks) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0031	Matches subsection 'Memory and retrieval (RAG)' via shared terms (rag, evaluation, rag) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0038	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, components, core) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0080	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, datasets, long) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0134	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, identify, memory) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0173	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, benchmarks, explicit) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0187	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, data, datasets) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0045	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, human) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0048	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, components, core) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0121	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, design, efficiency) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0001	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, components, human) in the paper title/abstract. (also mapped 3× already)
5.1	Self-improvement and adaptation	P0096	Matches subsection 'Self-improvement and adaptation' via shared terms (self, critique, evaluation) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0177	Matches subsection 'Self-improvement and adaptation' via shared terms (self, how, learning) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0035	Matches subsection 'Self-improvement and adaptation' via shared terms (self, benchmarks, data) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0083	Matches subsection 'Self-improvement and adaptation' via shared terms (adaptation, adaptation, benchmarks) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0020	Matches subsection 'Self-improvement and adaptation' via shared terms (self, design, driven) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0081	Matches subsection 'Self-improvement and adaptation' via shared terms (self, benchmarks, data) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0044	Matches subsection 'Self-improvement and adaptation' via shared terms (design, efficiency, how) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0108	Matches subsection 'Self-improvement and adaptation' via shared terms (self, datasets, evaluation) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0162	Matches subsection 'Self-improvement and adaptation' via shared terms (self, comparisons, human) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0181	Matches subsection 'Self-improvement and adaptation' via shared terms (adaptation, coordination, design) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0198	Matches subsection 'Self-improvement and adaptation' via shared terms (self, learning, optimization) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0138	Matches subsection 'Self-improvement and adaptation' via shared terms (appear, data, evaluation) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0082	Matches subsection 'Self-improvement and adaptation' via shared terms (data, driven, how) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0217	Matches subsection 'Self-improvement and adaptation' via shared terms (coordination, data, design) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0055	Matches subsection 'Self-improvement and adaptation' via shared terms (self, benchmarks, driven) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0061	Matches subsection 'Self-improvement and adaptation' via shared terms (data, datasets, design) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0080	Matches subsection 'Self-improvement and adaptation' via shared terms (self, datasets, improvement) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0001	Matches subsection 'Self-improvement and adaptation' via shared terms (benchmarks, human, learning) in the paper title/abstract. (also mapped 4× already)
5.2	Multi-agent coordination	P0137	Matches subsection 'Multi-agent coordination' via shared terms (agent, coordination, multi) in the paper title/abstract.
5.2	Multi-agent coordination	P0150	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0157	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0087	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0136	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0189	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0114	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0158	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0036	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0050	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0132	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0046	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0021	Matches subsection 'Multi-agent coordination' via shared terms (coordination, agent, benchmarks) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0029	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0037	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, communication) in the paper title/abstract.
5.2	Multi-agent coordination	P0044	Matches subsection 'Multi-agent coordination' via shared terms (multi, agent, design) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0064	Matches subsection 'Multi-agent coordination' via shared terms (agent, adaptation, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0005	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, human) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0164	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, data) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0102	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0199	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, data) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0054	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, evaluation, intent) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0101	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0009	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, choices, data) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0206	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, evaluation, failure) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0116	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, architecture, efficiency) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0052	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, evaluation, failure) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0015	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, failure, how) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0018	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (recent, task, training) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0032	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, data, design) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0089	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, how, name) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0149	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, data, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0196	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (design, how, human) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0203	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, datasets, expected) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0043	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, benchmarks, design) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0121	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, design, efficiency) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0075	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, deployed) in the paper title/abstract.
6.2	Safety, security, and governance	P0074	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, architecture) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0089	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, evaluation) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0040	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, evaluation) in the paper title/abstract.
6.2	Safety, security, and governance	P0135	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, design) in the paper title/abstract.
6.2	Safety, security, and governance	P0140	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, benchmarks) in the paper title/abstract.
6.2	Safety, security, and governance	P0175	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, deployed) in the paper title/abstract.
6.2	Safety, security, and governance	P0199	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, benchmarks) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0203	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, datasets) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0161	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, data) in the paper title/abstract.
6.2	Safety, security, and governance	P0205	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, benchmarks) in the paper title/abstract.
6.2	Safety, security, and governance	P0209	Matches subsection 'Safety, security, and governance' via shared terms (agents, appear, design) in the paper title/abstract.
6.2	Safety, security, and governance	P0032	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, data) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0034	Matches subsection 'Safety, security, and governance' via shared terms (agents, deployed, explicit) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0056	Matches subsection 'Safety, security, and governance' via shared terms (agents, evaluation, how) in the paper title/abstract.
6.2	Safety, security, and governance	P0006	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, datasets) in the paper title/abstract.
6.2	Safety, security, and governance	P0065	Matches subsection 'Safety, security, and governance' via shared terms (agents, controls, design) in the paper title/abstract.
6.2	Safety, security, and governance	P0121	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, design) in the paper title/abstract. (also mapped 2× already)
